Tweet text,Link Title,Tweet total length,Hashtags length,Author total tweets,Author quality tweets,Host total urls,Host quality urls,Source total urls,Source quality urls,Number of hashtags,Number of user mentions,Quality score,Is retweet?
My Alian Sculpt Zbrush (Work In Progress V02): http://t.co/aEcrGxRKMx,My Alian Sculpt Zbrush (Work In Progress V02),69,0,1,0,106,102,24,5,0,0,-1,0
Zbrush Character for 3D Printing: NiraComputer Graphics &amp; Digital Art Community for Artist http://t.co/JEPujm7CuG,Zbrush Character for 3D Printing: Nira,117,0,1,1,2,2,3,3,0,0,1,0
AVP2 Warrior Alien. Head back view. #avp #avp2 #alien #3d #3dprinting #giger #zbrush #wip #wacom… http://t.co/uHRNsDYRwT,@beesub on Instagram: “AVP2 Warrior Alien. Head back view. #avp #avp2 #alien #3d #3dprinting #giger #zbrush #wip #wacom #warrior #bust #beesub #studioADI”,120,59,2,0,63,0,59,0,9,0,-1,0
VIDEO | [ ZBrush Tutorials ] How to Creating a Stylized Cartoon Bird Part 10 | Watch: http://t.co/c3zuG3Jyi5 by Makeup Tutorial | Youtube©,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Creating a Stylized Cartoon Bird Part 4 | Watch: http://t.co/fonSx68ZOf by Makeup Tutorial | Youtube©,YouTube,137,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Creating a Stylized Cartoon Bird Part 14 | Watch: http://t.co/SKELCbPeYe by Makeup Tutorial | Youtube©,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Creating a Stylized Cartoon Bird Part 13 | Watch: http://t.co/jkXxPZC2ka by Makeup Tutorial | Youtube©,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Designing a Fantasy Creature from Reality Part 16 | Watch: http://t.co/s9oHpwvCQ9 by Makeup Tutoria...,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Designing a Fantasy Creature from Reality Part 19 | Watch: http://t.co/SJKGDn3foc by Makeup Tutoria...,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Designing a Fantasy Creature from Reality Part 17 | Watch: http://t.co/zuZSm9wG9s by Makeup Tutoria...,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Designing a Fantasy Creature from Reality Part 2 | Watch: http://t.co/cqrhmgg21f by Makeup Tutorial...,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Creating a Stylized Cartoon Bird Part 6 | Watch: http://t.co/6i1KYlRc6k by Makeup Tutorial | Youtube©,YouTube,137,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] How to Designing a Fantasy Creature from Reality Part 7 | Watch: http://t.co/OGQanpo2ZM by Makeup Tutorial...,YouTube,138,0,50,50,106,102,58,51,0,0,1,0
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,11,5,3,1,-1,1
I liked a @YouTube video from @thecgbros http://t.co/JofSQDBVPL CGI 3D Tutorial HD: War Machine: Zbrush Tutorial - by Joe Grundfast,CGI 3D Tutorial HD: War Machine: Zbrush Tutorial - by Joe Grundfast,131,0,1,1,106,102,66,59,0,2,1,0
Turntable wip Space snail #zbrush #pixologic #shyne #3d #turntable #creature #space #snail #atcq http://t.co/YC209Px0kI,@hristianshyne on Instagram: “Turntable wip Space snail #zbrush #pixologic #shyne #3d #turntable #creature #space #snail #atcq”,119,69,6,0,63,0,59,0,9,0,-1,0
I added a video to a @YouTube playlist http://t.co/1UKYtYYsKi Zbrush Weapon Tutorial,Zbrush Weapon Tutorial,84,0,4,4,106,102,66,59,0,1,1,0
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,109,34,3,1,-1,1
#3d face of Quentin Tarantino. #zBrush #sculpting #30mins http://t.co/ZF4sZeEJzz,Илья on Instagram: “#3d face of Quentin Tarantino. #zBrush #sculpting #30mins”,80,29,1,0,63,0,59,0,4,0,-1,0
http://t.co/bD0uVTbFOG updated my #portfolio #conceptart #illustration #vfx #3d #zbrush #render #design http://t.co/JC6jlumbVU,CONCEPT ART,126,68,1,0,1,0,109,34,8,0,-1,0
Work in progress!#art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #marvel #marvelcomics… http://t.co/JNvF71JRsa,Dwayne Hanley on Instagram: “Work in progress!#art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #marvel #marvelcomics #marvelmovies #shield #nickfury”,121,79,12,0,63,0,59,0,8,0,-1,0
Now this! is how you make it 3D! - #3D #maya #zbrush #ironman #stark #modeling #pro #marvel - https://www.fac... http://t.co/nc28sqylzp,,135,55,2,0,3,0,2,0,8,0,-1,0
RT @anypixel: Zbrush Sculpting Tutorial for Beginners Series - Organic &amp; Hard-Surface T-Rex http://t.co/MqhWlWYz57,#1 Zbrush Sculpting Tutorial for Beginners Series - Organic & Hard-Surface T-Rex 1080p HD,118,0,3,1,106,102,109,34,0,1,1,1
RT @wiznwar: http://t.co/bD0uVTbFOG updated my #portfolio #conceptart #illustration #vfx #3d #zbrush #render #design http://t.co/JC6jlumbVU,CONCEPT ART,139,68,5,2,1,0,5,2,8,1,-1,1
RT @UArtsy: Survivalist created by Kevin Cassidy for the @TrionWorlds game #Defiance http://t.co/nP883In1v6 #scifi #3D #zbrush http://t.co…,Survivalist by Kevin Cassidy | Sci-Fi | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,139,27,3,1,1,0,109,34,4,2,-1,1
RT @Vrockdesign: Another great piece by Wandong Xu.Old Monk was also done in #Maya #Zbrush #Vray #Photoshop. http://t.co/l12SBX5F3r http:…,Old monk by Wandong Xu | Fan Art | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,138,29,7,0,2,0,9,2,4,1,-1,1
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,7,0,11,2,9,2,3,1,-1,1
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,3,1,11,2,109,34,3,1,-1,1
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,24,5,3,1,-1,1
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,109,34,3,1,-1,1
RT @avcgi360: How to Create Realistic Portait with Zbrush http://t.co/Jo7FB14fDM #zbrushtutorial #animation #makingof http://t.co/MqfBDgRDzN,How to Create Realistic Portait with Zbrush | AVCGI 360,140,35,1,1,6,6,3,2,3,1,1,1
I liked a @YouTube video from @thecgbros http://t.co/AxIawXGXOd CGI 3D Concept HD: Zbrush: WAR MACHINE - by Joe Grundfast,CGI 3D Concept HD: Zbrush: WAR MACHINE - by Joe Grundfast,121,0,1,1,106,102,66,59,0,2,1,0
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/DuV77laVJA,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
Female Legs Study by Davide Porro http://t.co/txkgoA117j #speedsculpt #zbrush #dynamesh #digitalsculpting #anatomy http://t.co/zgevKbMckd,Female Legs Study Davide Porro,137,56,15,0,16,0,23,5,5,0,-1,0
3D model Im working on for my project... Coming soon! #maya #zbrush #3dart #mikylsart #aipx… http://t.co/eGPlSr4WQC,Mikyl on Instagram: “3D model Im working on for my project... Coming soon! #maya #zbrush #3dart #mikylsart #aipx #artinstituteofphoenix”,115,36,1,0,63,0,59,0,5,0,-1,0
RT @wyxdemon: Now this! is how you make it 3D! - #3D #maya #zbrush #ironman #stark #modeling #pro #marvel - https://www.fac... http://t.co/…,tsū,140,55,1,0,1,0,24,5,8,1,-1,1
RT @MikylSandoval: 3D model Im working on for my project... Coming soon! #maya #zbrush #3dart #mikylsart #aipx… http://t.co/eGPlSr4WQC,Mikyl on Instagram: “3D model Im working on for my project... Coming soon! #maya #zbrush #3dart #mikylsart #aipx #artinstituteofphoenix”,134,36,21,0,63,0,21,0,5,1,-1,1
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/hmPHkrnHRk,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
Work in progress #zbrush #charactergame #characterdesign #game #dragon https://t.co/drFRyvcUZE,,94,52,2,0,3,0,3,0,5,0,-1,0
RT @testanswers100: ZBrush Test Answers http://t.co/5QG7MlVnmE,ZBrush,62,0,1,0,1,0,45,15,0,1,-1,1
RT @tony_eight: Visit my #Portfolio now http://t.co/D4dqzQpkgJ via @portfoliobox #2dart #alien #zbrush #creature #concept #design #3dartist…,,140,84,2,0,3,0,109,34,10,2,-1,1
RT @christinachun: Look at these #ornaments I #designed. #3dprinting #3dprinted #3dprint #3dartist #3dsmax #zbrush… http://t.co/tAwYygmc9g,www.christinachun.com on Instagram: “Look at these #ornaments I #designed. #3dprinting #3dprinted #3dprint #3dartist #3dsmax #zbrush #sculpteo #SLS #nylon #red #white #green…”,138,77,2,0,63,0,109,34,8,1,-1,1
http://t.co/1cgktyLk54 First time taking one of my sketchbook drawings and making it 3D.,Dweller by George Mylonas | Horror | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,88,0,1,0,1,0,109,34,0,0,-1,0
A look back at projects from 2014 that I made with friends! :) http://t.co/SMINUEZtXq #shortfilm #animation #zbrush http://t.co/ZgDdyax97i,2014 Projects,138,28,1,0,1,0,11,5,3,0,-1,0
RT @davidmlally: A look back at projects from 2014 that I made with friends! :) http://t.co/SMINUEZtXq #shortfilm #animation #zbrush http:/…,2014 Projects,140,28,2,0,1,0,2,0,3,1,-1,1
RT @davidmlally: A look back at projects from 2014 that I made with friends! :) http://t.co/SMINUEZtXq #shortfilm #animation #zbrush http:/…,2014 Projects,140,28,8,3,1,0,6,0,3,1,-1,1
RT @tony_eight: Visit my #Portfolio now http://t.co/D4dqzQpkgJ via @portfoliobox #2dart #alien #zbrush #creature #concept #design #3dartist…,,140,84,5,2,3,0,5,2,10,2,-1,1
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/BmwD3Srj4p,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/8K0vP6o4dJ,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
RT @davidmlally: A look back at projects from 2014 that I made with friends! :) http://t.co/SMINUEZtXq #shortfilm #animation #zbrush http:/…,2014 Projects,140,28,1,0,1,0,109,34,3,1,-1,1
#3Dprinted creatures by Clintus Maximus http://t.co/Xt4J8Y19wE #creatures #creatureart #3dart #3dprinting #zbrush http://t.co/qOJthdHnDP,Zbrush to the Maximus! - Page 2,136,60,15,0,11,2,23,5,6,0,-1,0
RT @UArtsy: #3Dprinted creatures by Clintus Maximus http://t.co/Xt4J8Y19wE #creatures #creatureart #3dart #3dprinting #zbrush http://t.co/q…,Zbrush to the Maximus! - Page 2,140,60,10,1,11,2,109,34,6,1,-1,1
RT @UArtsy: #3Dprinted creatures by Clintus Maximus http://t.co/Xt4J8Y19wE #creatures #creatureart #3dart #3dprinting #zbrush http://t.co/q…,Zbrush to the Maximus! - Page 2,140,60,7,0,11,2,7,0,6,1,-1,1
RT @UArtsy: #3Dprinted creatures by Clintus Maximus http://t.co/Xt4J8Y19wE #creatures #creatureart #3dart #3dprinting #zbrush http://t.co/q…,Zbrush to the Maximus! - Page 2,140,60,1,0,11,2,109,34,6,1,-1,1
RT @UArtsy: #3Dprinted creatures by Clintus Maximus http://t.co/Xt4J8Y19wE #creatures #creatureart #3dart #3dprinting #zbrush http://t.co/q…,Zbrush to the Maximus! - Page 2,140,60,21,0,11,2,21,0,6,1,-1,1
RT @davidmlally: A look back at projects from 2014 that I made with friends! :) http://t.co/SMINUEZtXq #shortfilm #animation #zbrush http:/…,2014 Projects,140,28,1,0,1,0,24,5,3,1,-1,1
Getting there... :) #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #wip #marvel… http://t.co/8kRHTfu1HN,Dwayne Hanley on Instagram: “Getting there... :) #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #wip #marvel #marvelcomics #marvelmovies #marvelcharacter…”,115,70,12,0,63,0,59,0,8,0,-1,0
Clothing details in #zbrush with NoiseMaker &amp; selecting Polygroups by UV - http://t.co/SvJlsHFU3Y,ZBrush Detailing Clothes - Select Polygroups by UV + NoiseMaker,101,6,2,2,106,102,20,8,1,0,1,0
Relax - A Speed Sculpt with Zbrush | AVCGI 360 http://t.co/2DUXPRMZ9d,Relax - A Speed Sculpt with Zbrush | AVCGI 360,69,0,11,11,6,6,45,15,0,0,1,0
Hello out there my Zbrush experts... does anyone know how to get sharper clean mesh extracts??? The cube I was... http://t.co/ngxA6SWC7a,John Mahoney - Timeline Photos | Facebook,136,0,6,0,23,1,29,6,0,0,-1,0
Relax – A Speed Sculpt with Zbrush http://t.co/2DUXPRMZ9d #zbrushtutorial @ActKamal http://t.co/CjJLch1ULY,Relax - A Speed Sculpt with Zbrush | AVCGI 360,106,14,11,11,6,6,109,34,1,1,1,0
#file #download ZBrush Character Creation http://t.co/ITri0O0GJN,,64,14,1,0,1,0,20,3,2,0,-1,0
I added a video to a @YouTube playlist http://t.co/0ATuenCPtW Hard Surface Modelling in ZBrush 4R6 - Chapter 1 of 5,Hard Surface Modelling in ZBrush 4R6 - Chapter 1 of 5,115,0,4,4,106,102,66,59,0,1,1,0
I added a video to a @YouTube playlist http://t.co/kFsZ8hVWvO Absolute Basics of ZBrush 4R6,Absolute Basics of ZBrush 4R6,91,0,4,4,106,102,66,59,0,1,1,0
I added a video to a @YouTube playlist http://t.co/WuawPYTjNX Polypainting in ZBrush 4R6,Polypainting in ZBrush 4R6,88,0,4,4,106,102,66,59,0,1,1,0
Some much needed relaxing Zbrush doodle time. Not really sure where Im going with this well see… http://t.co/JCbR4V2Gy0,Laura Duggan on Instagram: “Some much needed relaxing Zbrush doodle time. Not really sure where Im going with this well see when I get there. #3dcg #zbrush…”,119,0,2,0,63,0,59,0,0,0,-1,0
#3D #VFX #Animation Sci-fi gallery winner Paul H. Paulino talks about the workflow and inspirations http://t.co/9uaFbzzDjl #3dtotal,Occupy VFX!,131,27,4,3,1,1,4,3,4,0,1,0
I liked a @YouTube playlist http://t.co/RfuELY2UcO ZBrush Summit 2014,ZBrush Summit 2014 - YouTube,69,0,4,4,106,102,66,59,0,1,1,0
Reworked the geometry and managed to get this down to 8054 #polys in #maya now into #zbrush for… http://t.co/fohrKyks0j,@scottsmojo on Instagram: “Reworked the geometry and managed to get this down to 8054 #polys in #maya now into #zbrush for sculpting and paint. It was great practice…”,119,19,2,0,63,0,59,0,3,0,-1,0
Here is where my doodling is taking me so far. #3dcg #zbrush #artistatwork #gettinglostinart #somedude… http://t.co/k6PKFevg1H,Laura Duggan on Instagram: “Here is where my doodling is taking me so far. #3dcg #zbrush #artistatwork #gettinglostinart #somedude #wip”,126,54,2,0,63,0,59,0,5,0,-1,0
#zbrush or play in #photoshop mi no no. Wagon Christ Chunkothy (Official Video): http://t.co/SVr3W6xP91 via @YouTube #waltz,Wagon Christ Chunkothy (Official Video),123,24,1,0,106,102,45,15,3,1,-1,0
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/OGTQljDR1H,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
Making Of Azog #TheHobbit https://t.co/k343vJaMFj #Maya #Zbrush #sculpting #texturing #animation #mattepainting #VFX http://t.co/ifpwwowAUg,The Hobbit Azog scene & Making Of,139,76,1,1,4,2,109,34,8,0,1,0
Slick skills by Jian Han Ng | http://t.co/g4he2trl0n #Maya #Zbrush #Photoshop #Vray http://t.co/kcfILuul5V,Portfolio,106,29,2,0,1,0,23,5,4,0,-1,0
RT @CristinaBarper: Making Of Azog #TheHobbit https://t.co/k343vJaMFj #Maya #Zbrush #sculpting #texturing #animation #mattepainting #VFX ht…,The Hobbit Azog scene & Making Of,140,76,1,1,4,2,109,34,8,1,1,1
RT @CristinaBarper: Making Of Azog #TheHobbit https://t.co/k343vJaMFj #Maya #Zbrush #sculpting #texturing #animation #mattepainting #VFX ht…,The Hobbit Azog scene & Making Of,140,76,1,1,4,2,20,8,8,1,1,1
RT @CristinaBarper: Making Of Azog #TheHobbit https://t.co/k343vJaMFj #Maya #Zbrush #sculpting #texturing #animation #mattepainting #VFX ht…,The Hobbit Azog scene & Making Of,140,76,1,1,4,2,20,8,8,1,1,1
RT @Richenks: Flight test i am in no way a animator lol  just wanted to try.using @maxon3d https://t.co/enPzpLz26C #zbrush #c4d #aftereffe…,test flight,139,25,1,0,106,102,109,34,3,2,-1,1
[CGchannel] Gnomon ships new guide to games environment art: Master hard-surface work in ZBrush wi... http://t.co/teOEzLJPtN [CGchannel],Gnomon ships new guide to games environment art | CG Channel,136,0,1,0,3,1,13,0,0,0,-1,0
// Interview with ZBrush character artist Mathieu Aerni: http://t.co/8qt0KaJvkX,// Interview with ZBrush character artist Mathieu Aerni,79,0,1,1,6,6,45,15,0,0,1,0
#videogames #zbrush #3d #characters GANGSTA Character via @artstationhq http://t.co/FPX4ONdVMh,GANGSTA Character YuxDesign - Jesús García,94,34,1,0,16,0,45,15,4,1,-1,0
RT @CristinaBarper: Making Of Azog #TheHobbit https://t.co/k343vJaMFj #Maya #Zbrush #sculpting #texturing #animation #mattepainting #VFX ht…,The Hobbit Azog scene & Making Of,140,76,1,1,4,2,24,5,8,1,1,1
Gnomon releases new guide to games environment art: Master hard-surface workflows in ZBrush with Na... http://t.co/7hLWTlCmuh #doctorwho,Gnomon ships new guide to games environment art | CG Channel,136,9,1,0,3,1,13,0,1,0,-1,0
RT @conceptartworld: .@ArtOfNickHiatt shares another spaceship concept created in #ZBrush @KeyShot3D &amp; @Photoshop http://t.co/iVs1OcqVfu h…,Nicholas Hiatt,143,6,1,0,1,0,109,34,1,4,-1,1
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,109,34,3,1,-1,1
UArtsy: Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton http://t.co/iGtA9Axn4M,UArtsy: Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton » Art in Focus - Фото и Графика.,103,0,1,0,1,0,1,0,0,0,-1,0
Goblin character sculpted by Eric Tranchefeux in #ZBrush for a figurine http://t.co/2demX791Vt #digitalsculpting #3d http://t.co/4kd0I5H7Oh,Gobelin Eric Tranchefeux,139,28,15,0,16,0,23,5,3,0,-1,0
Shell cavity painting #zbrush #pixologic #shyne #shell #paint #3d #creature #biggie #big #warning #cavity http://t.co/ioKqpNt6Xd,@hristianshyne on Instagram: “Shell cavity painting #zbrush #pixologic #shyne #shell #paint #3d #creature #biggie #big #warning #cavity”,128,82,6,0,63,0,59,0,11,0,-1,0
I just got ANATOMY SCULPTING and ZBRUSH BPR RENDERING package on @Gumroad: http://t.co/X09941QDtv,Frank Tzeng,97,0,1,0,2,0,45,15,0,1,-1,0
UArtsy: Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton: UArtsy: Texturing A Head In ... http://t.co/qP4keZ0Dm0,UArtsy: Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton » Heroturko.pl,136,0,5,0,5,0,13,0,0,0,-1,0
Back view of the warrior alien head from avp2. http://t.co/uHRNsDYRwT #alien #3d #avp #avp2 #giger #studioADI #zbrush #wip,@beesub on Instagram: “AVP2 Warrior Alien. Head back view. #avp #avp2 #alien #3d #3dprinting #giger #zbrush #wip #wacom #warrior #bust #beesub #studioADI”,122,51,2,0,63,0,20,8,8,0,-1,0
Attempting to sculpt Vees head in 3d .shes Gona kill me . #zbrush #eugemedia #digitalArt http://t.co/ZsukRhOetv,,111,29,3,0,63,0,59,0,3,0,-1,0
Sculpting a historic figure from #zimbabwe named #nehanda #zbrush #3dArt #eugemedia http://t.co/EAWnGbWbgA,,106,43,3,0,63,0,59,0,5,0,-1,0
Another one of my #African #femmeFatale #characters #zbrush #eugemedia #3dArt #zimbabwe @ Greenwood Park http://t.co/fL9Un8uH71,,127,68,3,0,63,0,59,0,7,0,-1,0
// Interview with ZBrush character artist Mathieu Aerni: http://t.co/AKLFu9t90F #Zbrush,// Interview with ZBrush character artist Mathieu Aerni,87,6,2,1,6,6,45,15,1,0,1,0
RT @Eugene_Ramirez: Another one of my #African #femmeFatale #characters #zbrush #eugemedia #3dArt #zimbabwe @ Greenwood Park http://t.co/fL…,,140,68,21,0,63,0,21,0,7,1,-1,1
RT @Eugene_Ramirez: Sculpting a historic figure from #zimbabwe named #nehanda #zbrush #3dArt #eugemedia http://t.co/EAWnGbWbgA,,126,43,21,0,63,0,21,0,5,1,-1,1
My water Dragon by Rattlesnake Using BlenderZbrush http://t.co/PSiRuDpJdQ,3D Artists - Timeline Photos | Facebook,73,0,1,0,23,1,29,6,0,0,-1,0
Guide to hard-surface workflows in ZBrush: http://t.co/3Dygr086rp http://t.co/Ogh1nX9vvh,Gnomon ships new guide to games environment art | CG Channel,88,0,1,0,1,0,29,6,0,0,-1,0
Guide to hard-surface workflows in ZBrush: http://t.co/3Dygr086rp http://t.co/Ogh1nX9vvh,The3dStudio.com - Guide to hard-surface workflows in... | Facebook,88,0,1,0,23,1,29,6,0,0,-1,0
Sneak Peek: Check out the Upcoming ZBrush to KeyShot Bridge + 4R7 Demo: ZBrush out in… http://t.co/JUcmiJL3gU,Sneak Peek: Check out the Upcoming ZBrush to KeyShot Bridge + 4R7 Demo,109,0,1,1,7,2,66,59,0,0,1,0
&lt;&lt;The #Claybook V.01&gt;&gt;\n&lt;Page 132&gt;\n&lt;... Look what I found after I launched #Zbrush \U0001F60B\U0001F601! Just goofing… http://t.co/naEGKgdObR,,163,16,3,1,63,0,59,0,2,0,-1,0
Just tryin to see how sculpting feels like in 3D. #Zbrush #sculpting #art #3D @ 47 Superhero Agency http://t.co/idxV0GTAMi,emre lee on Instagram: “Just tryin to see how sculpting feels like in 3D. #Zbrush #sculpting #art #3D”,122,26,1,0,63,0,59,0,4,0,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton: ZBrushworkshops - ... http://t.co/LNHJKCvzQv,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton » Heroturko.pl,136,0,5,0,5,0,13,0,0,0,-1,0
http://t.co/T9ktQ4lm82 Senior Character Artist Frankie DeRosa re-created Raphael. http://t.co/L0tDlpLCWx #Maya #Zbrush #MentalRay #TMNT,Ow.ly - image uploaded by @Autodesk_ME,135,29,1,0,2,1,10,0,4,0,-1,0
http://t.co/T9ktQ4lm82 Senior Character Artist Frankie DeRosa re-created Raphael. http://t.co/L0tDlpLCWx #Maya #Zbrush #MentalRay #TMNT,TMNT Raphael Frankie DeRosa,135,29,1,0,16,0,10,0,4,0,-1,0
I added a video to a @YouTube playlist http://t.co/VJjBL2FM1Z Zbrush Tutorial - How to make alphas from pictures for Zbrush,Zbrush Tutorial - How to make alphas from pictures for Zbrush,123,0,5,5,106,102,66,59,0,1,1,0
I added a video to a @YouTube playlist http://t.co/hGt0ertqUR Zbrush Tutorial [beginners] - Starting new characters from scratch,Zbrush Tutorial [beginners] - Starting new characters from scratch,128,0,5,5,106,102,66,59,0,1,1,0
Sneak Peek: Check out the Upcoming ZBrush to KeyShot Bridge + 4R7 Demo http://t.co/4tzsTcrTAF,Sneak Peek: Check out the Upcoming ZBrush to KeyShot Bridge + 4R7 Demo,93,0,1,1,1,1,20,3,0,0,1,0
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/6ASt5pJznQ,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
ZBrush UGM with Josh Singh at Riot Games: http://t.co/z3v0YoRmcJ via @YouTube,ZBrush UGM with Josh Singh at Riot Games,77,0,1,1,106,102,45,15,0,1,1,0
Done #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #keyshot #marvel #marvelcomics… http://t.co/oQqHuVoOom,Dwayne Hanley on Instagram: “Done #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #keyshot #marvel #marvelcomics #marvelmovies #marvelcharacter #shield…”,118,88,12,0,63,0,59,0,9,0,-1,0
Done #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #keyshot #marvel #marvelcomics… http://t.co/XiTnHm41gt,Dwayne Hanley on Instagram: “Done #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #keyshot #marvel #marvelcomics #marvelmovies #marvelcharacter #shield…”,118,88,12,0,63,0,59,0,9,0,-1,0
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,109,34,3,1,-1,1
How to 3D sculpt a little turtle iPad stand in ZBrush http://t.co/xEi59opGA5 #3DPrinting via @instructables http://t.co/xQa36vCTgO,Turtle iPad Stand,130,10,1,0,1,0,1,0,1,1,-1,0
RT @imaterialise: How to 3D sculpt a little turtle iPad stand in ZBrush http://t.co/xEi59opGA5 #3DPrinting via @instructables http://t.co…,Turtle iPad Stand,138,10,1,0,1,0,20,3,1,2,-1,1
RT @imaterialise: How to 3D sculpt a little turtle iPad stand in ZBrush http://t.co/xEi59opGA5 #3DPrinting via @instructables http://t.co…,Turtle iPad Stand,138,10,1,0,1,0,20,8,1,2,-1,1
Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton http://t.co/XAPbwzuxoa,Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton,95,0,1,0,1,0,29,6,0,0,-1,0
Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton http://t.co/ZpJ1z6NkOY,Texturing A Head In ZBrush And Rendering In Marmoset with Russell Barton,95,0,1,0,1,0,1,0,0,0,-1,0
// Interview with ZBrush character artist Mathieu Aerni: http://t.co/33eR8cFy2p,// Interview with ZBrush character artist Mathieu Aerni,79,0,1,1,6,6,45,15,0,0,1,0
